"PackageId","CurrentVersion","LatestVersion","GitHubOwner","GitHubRepo","GitHubUrl","InstallerUrl","ManifestPath"
"SatoshiLabs.trezor-suite","25.2.2","24.5.4","trezor","trezor-suite","https://github.com/trezor/trezor-suite","https://github.com/trezor/trezor-suite/releases/download/v25.2.2/Trezor-Suite-25.2.2-win-x64.exe","\manifests\s\SatoshiLabs\trezor-suite\25.2.2\SatoshiLabs.trezor-suite.installer.yaml"
"ironfede.StructuredStorageXplorer","2.3.1.0","2.4.1.0","ironfede","openmcdf","https://github.com/ironfede/openmcdf","https://github.com/ironfede/openmcdf/releases/download/v2.3.1.0/StructuredStorageXplorer.zip","\manifests\i\ironfede\StructuredStorageXplorer\2.3.1.0\ironfede.StructuredStorageXplorer.installer.yaml"
"DanielMcGuireCorporation.SimpleBrowser","2.5.1","2.5.1.2","Daniel-McGuire-Corporation","Simple-Browser","https://github.com/Daniel-McGuire-Corporation/Simple-Browser","https://github.com/Daniel-McGuire-Corporation/Simple-Browser/releases/download/v2.5.1.2/SimpleBrowserSetup.exe","\manifests\d\DanielMcGuireCorporation\SimpleBrowser\2.5.1\DanielMcGuireCorporation.SimpleBrowser.installer.yaml"
"TianZhen.NeatChat","1.1.19","1.2.0","tianzhentech","NeatChat","https://github.com/tianzhentech/NeatChat","https://github.com/tianzhentech/NeatChat/releases/download/v1.1.19/NeatChat_1.1.19_x64-setup.exe","\manifests\t\TianZhen\NeatChat\1.1.19\TianZhen.NeatChat.installer.yaml"
"RIA.DigiDoc4","4.7.0.5322","4.7.0","open-eid","DigiDoc4-Client","https://github.com/open-eid/DigiDoc4-Client","https://github.com/open-eid/DigiDoc4-Client/releases/download/v4.7.0/Digidoc4-4.7.0.5322.x64.qt.msi","\manifests\r\RIA\DigiDoc4\4.7.0.5322\RIA.DigiDoc4.installer.yaml"
"Suwayomi.Tachidesk-Server","0.7.0","1.1.1","Suwayomi","Tachidesk-Server","https://github.com/Suwayomi/Tachidesk-Server","https://github.com/Suwayomi/Tachidesk-Server/releases/download/v0.7.0/Tachidesk-Server-v0.7.0-r1197-windows-x64.msi","\manifests\s\Suwayomi\Tachidesk-Server\0.7.0\Suwayomi.Tachidesk-Server.installer.yaml"
"Sandboxie.Classic","5.70.8","1.15.9","sandboxie-plus","Sandboxie","https://github.com/sandboxie-plus/Sandboxie","https://github.com/sandboxie-plus/Sandboxie/releases/download/v1.15.8/Sandboxie-Classic-x86-v5.70.8.exe","\manifests\s\Sandboxie\Classic\5.70.8\Sandboxie.Classic.installer.yaml"
"Timthreetwelve.WUView","0.5.24.0","0.6.2","Timthreetwelve","WUView","https://github.com/Timthreetwelve/WUView","https://github.com/Timthreetwelve/WUView/releases/download/v0.5.24/WindowsUpdateViewer_0.5.24.0_Setup.exe","\manifests\t\Timthreetwelve\WUView\0.5.24.0\Timthreetwelve.WUView.installer.yaml"
"Microsoft.Azure.Aztfy","0.10.0","0.17.1","Azure","aztfy","https://github.com/Azure/aztfy","https://github.com/Azure/aztfy/releases/download/v0.10.0/aztfy_v0.10.0_x64.msi","\manifests\m\Microsoft\Azure\Aztfy\0.10.0\Microsoft.Azure.Aztfy.installer.yaml"
"open-source-labs.ReacType","11.0.0","21.0.0","open-source-labs","ReacType","https://github.com/open-source-labs/ReacType","https://github.com/open-source-labs/ReacType/releases/download/v11.0.0/ReacType.11.0.0.Windows.Installer.msi","\manifests\o\open-source-labs\ReacType\11.0.0\open-source-labs.ReacType.installer.yaml"
"RandomEngy.VidCoder.Beta","10.1.0","11.11","RandomEngy","VidCoder","https://github.com/RandomEngy/VidCoder","https://github.com/RandomEngy/VidCoder/releases/download/v10.1-beta/VidCoder-10.1-Beta.exe","\manifests\r\RandomEngy\VidCoder\Beta\10.1.0\RandomEngy.VidCoder.Beta.installer.yaml"
"FleetingClarityStudios.RipShout","1.0.6","1.2","Echostorm44","RipShout","https://github.com/Echostorm44/RipShout","https://github.com/Echostorm44/RipShout/releases/download/1.0.6/SetupRipShout.msi","\manifests\f\FleetingClarityStudios\RipShout\1.0.6\FleetingClarityStudios.RipShout.installer.yaml"
"babalae.BetterGI","0.19.0","0.44","babalae","better-genshin-impact","https://github.com/babalae/better-genshin-impact","https://github.com/babalae/better-genshin-impact/releases/download/0.19.0/BetterGI.v0.19.0.zip","\manifests\b\babalae\BetterGI\0.19.0\babalae.BetterGI.installer.yaml"
"GoHarbor.Harbor","0.0.2","0.0.3","goharbor","harbor-cli","https://github.com/goharbor/harbor-cli","https://github.com/goharbor/harbor-cli/releases/download/v0.0.2/harbor_0.0.2_windows_amd64.zip","\manifests\g\GoHarbor\Harbor\0.0.2\GoHarbor.Harbor.installer.yaml"
"Pierre.Museeks","0.13.1","0.20.9","martpie","museeks","https://github.com/martpie/museeks","https://github.com/martpie/museeks/releases/download/0.13.1/museeks-ia32-setup.exe","\manifests\p\Pierre\Museeks\0.13.1\Pierre.Museeks.installer.yaml"
"PeterStrick.ViVeTool-GUI","1.6.2","1.6.999.3","PeterStrick","ViVeTool-GUI","https://github.com/PeterStrick/ViVeTool-GUI","https://github.com/PeterStrick/ViVeTool-GUI/releases/download/v1.6.2/ViVeTool.GUI.Setup.exe","\manifests\p\PeterStrick\ViVeTool-GUI\1.6.2\PeterStrick.ViVeTool-GUI.installer.yaml"
"Bforartists.Bforartists","4.3.3","4.4.0","Bforartists","Bforartists","https://github.com/Bforartists/Bforartists","https://github.com/Bforartists/Bforartists/releases/download/v4.3.3/Install_Bforartists4_433.exe","\manifests\b\Bforartists\Bforartists\4.3.3\Bforartists.Bforartists.installer.yaml"
"Scorpio.sco","2.3.10","2.7.0","qingfeng346","Scorpio-CSharp","https://github.com/qingfeng346/Scorpio-CSharp","https://github.com/qingfeng346/Scorpio-CSharp/releases/download/v2.3.10/sco-2.3.10-win-x64.msi","\manifests\s\Scorpio\sco\2.3.10\Scorpio.sco.installer.yaml"
"picturama.picturama","1.3.1","1.3.0","picturama","picturama","https://github.com/picturama/picturama","https://github.com/picturama/picturama/releases/download/v1.3.0/Picturama.Setup.1.3.1.exe","\manifests\p\picturama\picturama\1.3.1\picturama.picturama.installer.yaml"
"Amulet.Amulet","1.21.10","1.21.11","ianmaclarty","amulet","https://github.com/ianmaclarty/amulet","https://github.com/ianmaclarty/amulet/releases/download/v1.21.10/amulet-v1.21.10-windows.exe","\manifests\a\Amulet\Amulet\1.21.10\Amulet.Amulet.installer.yaml"
"e2eSoft.iVCam","7.3.4","7.3","e2eSoft","products","https://github.com/e2eSoft/products","https://github.com/e2eSoft/products/releases/download/v7.3/iVCam_x86_v7.3.4.exe","\manifests\e\e2eSoft\iVCam\7.3.4\e2eSoft.iVCam.installer.yaml"
"YutakaSawada.MultiPar","1.3.2.9","1.3.3.4","Yutaka-Sawada","MultiPar","https://github.com/Yutaka-Sawada/MultiPar","https://github.com/Yutaka-Sawada/MultiPar/releases/download/v1.3.2.9/MultiPar132_setup.exe","\manifests\y\YutakaSawada\MultiPar\1.3.2.9\YutakaSawada.MultiPar.installer.yaml"
